,line,filename,entity,len,lineNo,blank,email,url,phone,sigdelimiter,special,words,header,name,endquote,tabs1,tabs2,tabs3,punct20,punct50,punct90,reply,startpunct,firstchar,replypunct,wrote,alphanum90,alphanum50,alphanum10,num90,num50,num10,title,nlines,len_avg,len_min,len_max,nBlanks,nNonBlanks,nSig,nSigBlocks,posFromEnd,last,prevlast,last5,last11,posRatio,posRatioFromEnd,posRatioNB,lenRatio,lenRatioMax,less_avg_len,more_avg_len,less_avg_len75,less_avg_len50
10,,allen-p_all_documents_113,no_entity,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,20,37.0,0,76,5,15,0,0,9,0,0,0,1,0.55,0.45,0.7333333333333333,0.0,0.0,1,0,1,1
11,,allen-p_all_documents_113,no_entity,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,20,37.0,0,76,5,15,0,0,8,0,0,0,1,0.6,0.4,0.8,0.0,0.0,1,0,1,1
12,STRUCTURE:,allen-p_all_documents_113,no_entity,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,20,37.0,0,76,5,15,0,0,7,0,0,0,1,0.65,0.35,0.8666666666666667,0.2702702702702703,0.13157894736842105,1,0,1,1
13,Typically the structure is a limited partnership with a corporate (or LLC),allen-p_all_documents_113,no_entity,74,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,1,0,0,0,0,0,0,20,37.0,0,76,5,15,0,0,6,0,0,0,1,0.7,0.3,0.9333333333333333,2.0,0.9736842105263158,0,1,0,0
14,general partner.  The General Partner owns 1% of the project and carries the,allen-p_all_documents_113,no_entity,76,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g,0,0,1,0,0,0,0,0,0,20,37.0,0,76,5,15,0,0,5,0,0,0,1,0.75,0.25,1.0,2.054054054054054,1.0,0,1,0,0
15,liability of construction.,allen-p_all_documents_113,no_entity,26,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,l,0,0,1,0,0,0,0,0,0,20,37.0,0,76,5,15,0,0,4,0,0,1,1,0.8,0.2,1.0666666666666667,0.7027027027027027,0.34210526315789475,1,0,1,0
16,,allen-p_all_documents_113,no_entity,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,20,37.0,0,76,5,15,0,0,3,0,0,1,1,0.85,0.15,1.1333333333333333,0.0,0.0,1,0,1,1
17,LAND OWNERSHIP & LOANS,allen-p_all_documents_113,no_entity,22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,0,0,1,0,0,0,0,0,0,20,37.0,0,76,5,15,0,0,2,0,0,1,1,0.9,0.1,1.2,0.5945945945945946,0.2894736842105263,1,0,1,0
18,The property would be purchased in the name of the limited partnership and,allen-p_all_documents_113,no_entity,74,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,1,0,0,0,0,0,0,20,37.0,0,76,5,15,0,0,1,0,1,1,1,0.95,0.05,1.2666666666666666,2.0,0.9736842105263158,0,1,0,0
19,"any land loans, land improvements loans and construction loans would be in",allen-p_all_documents_113,no_entity,74,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a,0,0,1,0,0,0,0,0,0,20,37.0,0,76,5,15,0,0,0,1,0,1,1,1.0,0.0,1.3333333333333333,2.0,0.9736842105263158,0,1,0,0
20,"Lucy,",allen-p_all_documents_171,no_entity,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,L,0,0,1,0,0,0,0,0,1,5,20.0,0,78,1,4,1,1,4,0,0,1,1,0.2,0.8,0.25,0.25,0.0641025641025641,1,0,1,1
21, I got your email with the attachment.  Let's work together today to get this ,allen-p_all_documents_171,no_entity,78,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0,1,0,0,0,0,0,0,5,20.0,0,78,1,4,1,1,3,0,0,1,1,0.4,0.6,0.5,3.9,1.0,0,1,0,0
22,done,allen-p_all_documents_171,no_entity,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d,0,0,0,0,0,0,0,0,0,5,20.0,0,78,1,4,1,1,2,0,0,1,1,0.6,0.4,0.75,0.2,0.05128205128205128,1,0,1,1
23,,allen-p_all_documents_171,no_entity,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,5,20.0,0,78,1,4,1,1,1,0,1,1,1,0.8,0.2,1.0,0.0,0.0,1,0,1,1
24,Phillip,allen-p_all_documents_171,signature,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,1,5,20.0,0,78,1,4,1,1,0,1,0,1,1,1.0,0.0,1.25,0.35,0.08974358974358974,1,0,1,1
25,"George,",allen-p_all_documents_496,no_entity,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,0,0,1,0,0,0,0,0,1,14,37.0,0,76,4,10,1,1,13,0,0,0,0,0.07142857142857142,0.9285714285714286,0.1,0.1891891891891892,0.09210526315789473,1,0,1,1
26,,allen-p_all_documents_496,no_entity,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,14,37.0,0,76,4,10,1,1,12,0,0,0,0,0.14285714285714285,0.8571428571428571,0.2,0.0,0.0,1,0,1,1
27,I can take a day off the week I get back from vacation.  Any day between ,allen-p_all_documents_496,no_entity,73,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I,0,0,1,0,0,0,0,0,0,14,37.0,0,76,4,10,1,1,11,0,0,0,0,0.21428571428571427,0.7857142857142857,0.3,1.972972972972973,0.9605263157894737,0,1,0,0
28,March 5th-9th would work but Friday or Thursday would be my preference.,allen-p_all_documents_496,no_entity,71,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,1,0,0,0,0,0,0,14,37.0,0,76,4,10,1,1,10,0,0,0,1,0.2857142857142857,0.7142857142857143,0.4,1.9189189189189189,0.9342105263157895,0,1,0,0
29,,allen-p_all_documents_496,no_entity,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,14,37.0,0,76,4,10,1,1,9,0,0,0,1,0.35714285714285715,0.6428571428571429,0.5,0.0,0.0,1,0,1,1
30,"Regarding the differences in the two estimates, I don't want to waste your ",allen-p_all_documents_496,no_entity,75,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,1,0,0,0,0,0,0,14,37.0,0,76,4,10,1,1,8,0,0,0,1,0.42857142857142855,0.5714285714285714,0.6,2.027027027027027,0.9868421052631579,0,1,0,0
31,time explaining the differences if the 1st forecast was very rough.  The ,allen-p_all_documents_496,no_entity,73,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t,0,0,1,0,0,0,0,0,0,14,37.0,0,76,4,10,1,1,7,0,0,0,1,0.5,0.5,0.7,1.972972972972973,0.9605263157894737,0,1,0,0
32,"items I listed moved dramatically.  Also, some of the questions were just ",allen-p_all_documents_496,no_entity,74,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i,0,0,1,0,0,0,0,0,0,14,37.0,0,76,4,10,1,1,6,0,0,0,1,0.5714285714285714,0.42857142857142855,0.8,2.0,0.9736842105263158,0,1,0,0
33,clarification of what was in a number.  ,allen-p_all_documents_496,no_entity,40,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,0,1,0,0,0,0,0,0,14,37.0,0,76,4,10,1,1,5,0,0,0,1,0.6428571428571429,0.35714285714285715,0.9,1.0810810810810811,0.5263157894736842,0,1,0,0
34,,allen-p_all_documents_496,no_entity,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,14,37.0,0,76,4,10,1,1,4,0,0,1,1,0.7142857142857143,0.2857142857142857,1.0,0.0,0.0,1,0,1,1
35,Let's try and reach an agreement on the construction manager issue tomorrow ,allen-p_all_documents_496,no_entity,76,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,0,0,1,0,0,0,0,0,0,14,37.0,0,76,4,10,1,1,3,0,0,1,1,0.7857142857142857,0.21428571428571427,1.1,2.054054054054054,1.0,0,1,0,0
36,morning.  ,allen-p_all_documents_496,no_entity,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m,0,0,1,0,0,0,0,0,0,14,37.0,0,76,4,10,1,1,2,0,0,1,1,0.8571428571428571,0.14285714285714285,1.2,0.2702702702702703,0.13157894736842105,1,0,1,1
37,,allen-p_all_documents_496,no_entity,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,14,37.0,0,76,4,10,1,1,1,0,1,1,1,0.9285714285714286,0.07142857142857142,1.3,0.0,0.0,1,0,1,1
38,Phillip,allen-p_all_documents_496,signature,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,1,14,37.0,0,76,4,10,1,1,0,1,0,1,1,1.0,0.0,1.4,0.1891891891891892,0.09210526315789473,1,0,1,1
39,---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/21/2001 ,allen-p_all_documents_505,no_entity,74,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,-,0,0,1,0,0,0,0,1,0,20,43.0,0,76,5,15,0,0,19,0,0,0,0,0.05,0.95,0.06666666666666667,1.7209302325581395,0.9736842105263158,0,1,0,0
40,03:57 PM ---------------------------,allen-p_all_documents_505,no_entity,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,20,43.0,0,76,5,15,0,0,18,0,0,0,0,0.1,0.9,0.13333333333333333,0.8372093023255814,0.47368421052631576,1,0,0,0
41,,allen-p_all_documents_505,no_entity,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,20,43.0,0,76,5,15,0,0,17,0,0,0,0,0.15,0.85,0.2,0.0,0.0,1,0,1,1
42,,allen-p_all_documents_505,no_entity,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,20,43.0,0,76,5,15,0,0,16,0,0,0,0,0.2,0.8,0.26666666666666666,0.0,0.0,1,0,1,1
43,"""Jeff Smith"" <jsmith@austintx.com> on 02/21/2001 01:24:15 PM",allen-p_all_documents_505,no_entity,60,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"""",0,0,1,0,0,0,0,1,0,20,43.0,0,76,5,15,0,0,15,0,0,0,0,0.25,0.75,0.3333333333333333,1.3953488372093024,0.7894736842105263,0,1,0,0
44,To: <Phillip.K.Allen@enron.com>,allen-p_all_documents_505,no_entity,31,6,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,T,0,0,1,0,0,0,0,0,0,20,43.0,0,76,5,15,0,0,14,0,0,0,0,0.3,0.7,0.4,0.7209302325581395,0.40789473684210525,1,0,1,0
45,cc:  ,allen-p_all_documents_505,no_entity,5,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,c,0,0,1,1,0,0,0,0,0,20,43.0,0,76,5,15,0,0,13,0,0,0,0,0.35,0.65,0.4666666666666667,0.11627906976744186,0.06578947368421052,1,0,1,1
46,Subject: leander and the Stage,allen-p_all_documents_505,no_entity,30,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,S,0,0,1,0,0,0,0,0,0,20,43.0,0,76,5,15,0,0,12,0,0,0,0,0.4,0.6,0.5333333333333333,0.6976744186046512,0.39473684210526316,1,0,1,0
47,,allen-p_all_documents_505,no_entity,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,20,43.0,0,76,5,15,0,0,11,0,0,0,0,0.45,0.55,0.6,0.0,0.0,1,0,1,1
48,,allen-p_all_documents_505,no_entity,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,20,43.0,0,76,5,15,0,0,10,0,0,0,1,0.5,0.5,0.6666666666666666,0.0,0.0,1,0,1,1
49,"Phillip,",allen-p_all_documents_505,no_entity,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,1,0,0,0,0,0,1,20,43.0,0,76,5,15,0,0,9,0,0,0,1,0.55,0.45,0.7333333333333333,0.18604651162790697,0.10526315789473684,1,0,1,1
50,,allen-p_all_documents_505,no_entity,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,20,43.0,0,76,5,15,0,0,8,0,0,0,1,0.6,0.4,0.8,0.0,0.0,1,0,1,1
51,"I spoke with AMF's broker today, and they will be satisfied with the deal if",allen-p_all_documents_505,no_entity,76,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I,0,0,1,0,0,0,0,0,0,20,43.0,0,76,5,15,0,0,7,0,0,0,1,0.65,0.35,0.8666666666666667,1.7674418604651163,1.0,0,1,0,0
52,we can get the school to agree to limit the current land use restrictions to,allen-p_all_documents_505,no_entity,76,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,0,0,1,0,0,0,0,0,0,20,43.0,0,76,5,15,0,0,6,0,0,0,1,0.7,0.3,0.9333333333333333,1.7674418604651163,1.0,0,1,0,0
53,the terms that are in the existing agreement.  They do not want the school,allen-p_all_documents_505,no_entity,74,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t,0,0,1,0,0,0,0,0,0,20,43.0,0,76,5,15,0,0,5,0,0,0,1,0.75,0.25,1.0,1.7209302325581395,0.9736842105263158,0,1,0,0
54,to come back at a later date for something different.  Doug Bell will meet,allen-p_all_documents_505,no_entity,74,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t,0,0,1,0,0,0,0,0,0,20,43.0,0,76,5,15,0,0,4,0,0,1,1,0.8,0.2,1.0666666666666667,1.7209302325581395,0.9736842105263158,0,1,0,0
55,with a school official on Monday to see what their thoughts are about the,allen-p_all_documents_505,no_entity,73,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,0,0,1,0,0,0,0,0,0,20,43.0,0,76,5,15,0,0,3,0,0,1,1,0.85,0.15,1.1333333333333333,1.697674418604651,0.9605263157894737,0,1,0,0
56,"subject.  It would be hard for them to change the current agreement, but AMF",allen-p_all_documents_505,no_entity,76,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,s,0,0,1,0,0,0,0,0,0,20,43.0,0,76,5,15,0,0,2,0,0,1,1,0.9,0.1,1.2,1.7674418604651163,1.0,0,1,0,0
57,"wants something in writing to that effect.  I spoke to AMF's attorney today,",allen-p_all_documents_505,no_entity,76,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,0,0,1,0,0,0,0,0,0,20,43.0,0,76,5,15,0,0,1,0,1,1,1,0.95,0.05,1.2666666666666666,1.7674418604651163,1.0,0,1,0,0
58,and explained the situation.  They are OK with deal if AMF is satisfied.,allen-p_all_documents_505,no_entity,72,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a,0,0,1,0,0,0,0,0,0,20,43.0,0,76,5,15,0,0,0,1,0,1,1,1.0,0.0,1.3333333333333333,1.6744186046511629,0.9473684210526315,0,1,0,0
59,"Lucy,",allen-p_all_documents_575,no_entity,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,L,0,0,1,0,0,0,0,0,1,3,28.0,0,78,1,2,0,0,2,0,0,1,1,0.3333333333333333,0.6666666666666666,0.5,0.17857142857142858,0.0641025641025641,1,0,1,1
60,,allen-p_all_documents_575,no_entity,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,3,28.0,0,78,1,2,0,0,1,0,1,1,1,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,1,0,1,1
61,"Here is a rentroll for this week.  I still have questions on #28,#29, and #32.",allen-p_all_documents_575,no_entity,78,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,0,0,1,0,0,0,0,0,0,3,28.0,0,78,1,2,0,0,0,1,0,1,1,1.0,0.0,1.5,2.7857142857142856,1.0,0,1,0,0
62,"George,",allen-p_all_documents_595,no_entity,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,0,0,1,0,0,0,0,0,1,19,41.0,0,78,6,13,0,0,18,0,0,0,0,0.05263157894736842,0.9473684210526315,0.07692307692307693,0.17073170731707318,0.08974358974358974,1,0,1,1
63,,allen-p_all_documents_595,no_entity,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,19,41.0,0,78,6,13,0,0,17,0,0,0,0,0.10526315789473684,0.8947368421052632,0.15384615384615385,0.0,0.0,1,0,1,1
64,Here is a spreadsheet that illustrates the payout of investment and builders ,allen-p_all_documents_595,no_entity,77,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,0,0,1,0,0,0,0,0,0,19,41.0,0,78,6,13,0,0,16,0,0,0,0,0.15789473684210525,0.8421052631578947,0.23076923076923078,1.8780487804878048,0.9871794871794872,0,1,0,0
65,"profit.  Check my math, but it looks like all the builders profit would be ",allen-p_all_documents_595,no_entity,75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p,0,0,1,0,0,0,0,0,0,19,41.0,0,78,6,13,0,0,15,0,0,0,0,0.21052631578947367,0.7894736842105263,0.3076923076923077,1.829268292682927,0.9615384615384616,0,1,0,0
66,recouped in the first year of operation.  At permanent financing $1.1 would ,allen-p_all_documents_595,no_entity,76,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,r,0,0,1,0,0,0,0,0,0,19,41.0,0,78,6,13,0,0,14,0,0,0,0,0.2631578947368421,0.7368421052631579,0.38461538461538464,1.853658536585366,0.9743589743589743,0,1,0,0
67,"be paid, leaving only .3 to pay out in the 1st year.",allen-p_all_documents_595,no_entity,52,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b,0,0,1,0,0,0,0,0,0,19,41.0,0,78,6,13,0,0,13,0,0,0,0,0.3157894736842105,0.6842105263157895,0.46153846153846156,1.2682926829268293,0.6666666666666666,0,1,0,0
68,,allen-p_all_documents_595,no_entity,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,19,41.0,0,78,6,13,0,0,12,0,0,0,0,0.3684210526315789,0.631578947368421,0.5384615384615384,0.0,0.0,1,0,1,1
69,,allen-p_all_documents_595,no_entity,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,19,41.0,0,78,6,13,0,0,11,0,0,0,0,0.42105263157894735,0.5789473684210527,0.6153846153846154,0.0,0.0,1,0,1,1
70,,allen-p_all_documents_595,no_entity,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,19,41.0,0,78,6,13,0,0,10,0,0,0,1,0.47368421052631576,0.5263157894736842,0.6923076923076923,0.0,0.0,1,0,1,1
71,Since almost 80% of builders profit is repaid at the same time as the ,allen-p_all_documents_595,no_entity,70,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,1,0,0,0,0,0,0,19,41.0,0,78,6,13,0,0,9,0,0,0,1,0.5263157894736842,0.47368421052631576,0.7692307692307693,1.7073170731707317,0.8974358974358975,0,1,0,0
72,"investment, I feel the 65/35 is a fair split.  However, as I mentioned ",allen-p_all_documents_595,no_entity,71,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i,0,0,1,0,0,0,0,0,0,19,41.0,0,78,6,13,0,0,8,0,0,0,1,0.5789473684210527,0.42105263157894735,0.8461538461538461,1.7317073170731707,0.9102564102564102,0,1,0,0
73,"earlier, I think we should negotiate to layer on additional equity to you as ",allen-p_all_documents_595,no_entity,77,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e,0,0,1,0,0,0,0,0,0,19,41.0,0,78,6,13,0,0,7,0,0,0,1,0.631578947368421,0.3684210526315789,0.9230769230769231,1.8780487804878048,0.9871794871794872,0,1,0,0
74,part of the construction contract.  ,allen-p_all_documents_595,no_entity,36,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p,0,0,1,0,0,0,0,0,0,19,41.0,0,78,6,13,0,0,6,0,0,0,1,0.6842105263157895,0.3157894736842105,1.0,0.8780487804878049,0.46153846153846156,1,0,0,0
75,,allen-p_all_documents_595,no_entity,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,19,41.0,0,78,6,13,0,0,5,0,0,0,1,0.7368421052631579,0.2631578947368421,1.0769230769230769,0.0,0.0,1,0,1,1
76,Just to begin the brainstorming on what a construction agreement might look ,allen-p_all_documents_595,no_entity,76,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J,0,0,1,0,0,0,0,0,0,19,41.0,0,78,6,13,0,0,4,0,0,1,1,0.7894736842105263,0.21052631578947367,1.1538461538461537,1.853658536585366,0.9743589743589743,0,1,0,0
77,like here are a few ideas:,allen-p_all_documents_595,no_entity,26,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,l,0,0,1,0,0,0,0,0,0,19,41.0,0,78,6,13,0,0,3,0,0,1,1,0.8421052631578947,0.15789473684210525,1.2307692307692308,0.6341463414634146,0.3333333333333333,1,0,1,0
78,,allen-p_all_documents_595,no_entity,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,19,41.0,0,78,6,13,0,0,2,0,0,1,1,0.8947368421052632,0.10526315789473684,1.3076923076923077,0.0,0.0,1,0,1,1
79, 1.  Fixed construction profit of $1.4 million.  Builder doesn't benefit from ,allen-p_all_documents_595,no_entity,78,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,1,0,0,0,0,0,0,19,41.0,0,78,6,13,0,0,1,0,1,1,1,0.9473684210526315,0.05263157894736842,1.3846153846153846,1.9024390243902438,1.0,0,1,0,0
80,"higher cost, rather suffers as an equity holder.",allen-p_all_documents_595,no_entity,48,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,0,0,1,0,0,0,0,0,0,19,41.0,0,78,6,13,0,0,0,1,0,1,1,1.0,0.0,1.4615384615384615,1.170731707317073,0.6153846153846154,0,1,0,0
81,"Frank,",allen-p_all_documents_599,no_entity,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,1,0,0,0,0,0,1,13,33.0,0,78,3,10,3,1,12,0,0,0,0,0.07692307692307693,0.9230769230769231,0.1,0.18181818181818182,0.07692307692307693,1,0,1,1
82,,allen-p_all_documents_599,no_entity,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,13,33.0,0,78,3,10,3,1,11,0,0,0,0,0.15384615384615385,0.8461538461538461,0.2,0.0,0.0,1,0,1,1
